Deck Name,URL,Player,Card Kingdom,TCG Player,Manatraders,Cardhoarder
Spirit Aggro,http://www.mtgtop8.com/event?e=27410&d=417516&f=MO,RearrangedAS,687,763,59.95,435
Spirit Aggro,http://www.mtgtop8.com/event?e=26914&d=409926&f=MO,DoctorQueller,692,764,34.95,375
Bant Spirits,http://www.mtgtop8.com/event?e=27098&d=413068&f=MO,Tommaso Altobel,717,831,34.95,332
Aura Hexproof,http://www.mtgtop8.com/event?e=27364&d=417016&f=MO,Nakagawa Natsuki,408,545,34.95,250
Aura Hexproof,http://www.mtgtop8.com/event?e=27296&d=416191&f=MO,rastaf,383,485,34.95,157
Aura Hexproof,http://www.mtgtop8.com/event?e=26977&d=411251&f=MO,Proliferate,356,457,9.95,104
Aura Hexproof,http://www.mtgtop8.com/event?e=26914&d=409929&f=MO,tnequipa,351,450,9.95,105
Bogles,http://www.mtgtop8.com/event?e=27181&d=413849&f=MO,"Valentin ""styx"" Neveux",373,471,34.95,118
Aura Hexproof,http://www.mtgtop8.com/event?e=26805&d=408080&f=MO,XxquestionablyawesomexX,368,460,34.95,142
Devotion to White,http://www.mtgtop8.com/event?e=27330&d=416572&f=MO,Artem_Kuhtin,377,373,34.95,121
Weenie White,http://www.mtgtop8.com/event?e=27080&d=412871&f=MO,Kasagawa Yousuke,391,414,34.95,128
Weenie White,http://www.mtgtop8.com/event?e=27184&d=413880&f=MO,cccaspar,446,452,34.95,123
Weenie White,http://www.mtgtop8.com/event?e=27135&d=413448&f=MO,Kasagawa Yousuke,391,414,34.95,128
Boros Hammer,http://www.mtgtop8.com/event?e=27242&d=414427&f=MO,The_GingerBrute,498,507,34.95,151
Rw Crack,http://www.mtgtop8.com/event?e=27243&d=414441&f=MO,Nicola Zeni,238,683,34.95,297
Hardened Scales,http://www.mtgtop8.com/event?e=26913&d=409911&f=MO,Sakaemura Itsuki,302,349,9.95,73
Bant Aggro,http://www.mtgtop8.com/event?e=26659&d=406402&f=MO,Yukimasa Taku,619,813,34.95,198
Boros Equipment,http://www.mtgtop8.com/event?e=27101&d=413101&f=MO,BaronOfBacon,445,461,34.95,146
Boros Aggro,http://www.mtgtop8.com/event?e=26756&d=407485&f=MO,Wite1,412,775,34.95,158
Hardened Scales,http://www.mtgtop8.com/event?e=27364&d=417014&f=MO,Sakaemura Itsuki,304,354,9.95,77
Hardened Scales,http://www.mtgtop8.com/event?e=27417&d=417638&f=MO,Ikeda Takeshi,497,558,34.95,210
White Winnie,http://www.mtgtop8.com/event?e=27152&d=413634&f=MO,Gabriele Costa,406,443,34.95,198
Bant Midrange,http://www.mtgtop8.com/event?e=27022&d=411742&f=MO,Gigglesworth,1015,1152,59.95,643
Bant Aggro Rashmi,http://www.mtgtop8.com/event?e=27012&d=411657&f=MO,bbotonline,1090,1478,59.95,634
5c Elemental Value,http://www.mtgtop8.com/event?e=27160&d=413695&f=MO,Inagawa Hiroshi,667,783,34.95,245
Boros Aggro,http://www.mtgtop8.com/event?e=27198&d=414002&f=MO,Ueda Ryo,416,750,34.95,193
Life,http://www.mtgtop8.com/event?e=26914&d=409928&f=MO,bobthedog,548,552,34.95,221
Orzhov Midrange,http://www.mtgtop8.com/event?e=27242&d=414424&f=MO,victorseiya,952,1047,34.95,139
Slivers,http://www.mtgtop8.com/event?e=27012&d=411661&f=MO,Seeker__of_the_Wei,876,866,34.95,300
5c Elemental Value,http://www.mtgtop8.com/event?e=27387&d=417218&f=MO,Inagawa Hiroshi,654,728,34.95,252
Bant Midrange,http://www.mtgtop8.com/event?e=26729&d=407152&f=MO,Yuge Tatsurou,1165,1857,59.95,464
Hardened Scales,http://www.mtgtop8.com/event?e=27309&d=416311&f=MO,Sakaemura Itsuki,313,360,9.95,75
Weenie White,http://www.mtgtop8.com/event?e=27081&d=412887&f=MO,Kasagawa Yousuke,381,400,34.95,118
Orzhov Midrange,http://www.mtgtop8.com/event?e=26914&d=409922&f=MO,EddDeedoo,952,1048,34.95,139
Martyr Life,http://www.mtgtop8.com/event?e=27081&d=412892&f=MO,Vagnemark Karl,163,222,9.95,43
Orzhov Midrange,http://www.mtgtop8.com/event?e=27081&d=412889&f=MO,Fujii Shinichi,1186,1153,34.95,237
Izzet Arclight,http://www.mtgtop8.com/event?e=26913&d=409906&f=MO,Sano Tsukasa,611,1016,34.95,297
Zoo,http://www.mtgtop8.com/event?e=27403&d=417440&f=MO,Dark Saltor,567,995,34.95,159
Monow Token,http://www.mtgtop8.com/event?e=27181&d=413850&f=MO,Jirouette,191,224,34.95,111
The Rock,http://www.mtgtop8.com/event?e=26965&d=411107&f=MO,edward40hands,1089,1126,34.95,280
Hollow One,http://www.mtgtop8.com/event?e=27181&d=413852&f=MO,Pacmensch,565,1001,34.95,247
Selesnya Value,http://www.mtgtop8.com/event?e=27184&d=413877&f=MO,Fulgence,573,1689,34.95,154
Gruul Aggro,http://www.mtgtop8.com/event?e=26861&d=409367&f=MO,Tanahashi Hayato,921,1433,59.95,529
5c Elemental Value,http://www.mtgtop8.com/event?e=26706&d=406857&f=MO,Tarrasque1,642,662,34.95,259
Other,http://www.mtgtop8.com/event?e=27233&d=414331&f=MO,Rav104,467,846,34.95,141
Other,http://www.mtgtop8.com/event?e=27233&d=414332&f=MO,Yanti,570,1117,59.95,483
Other,http://www.mtgtop8.com/event?e=27233&d=414319&f=MO,Erik157751,622,589,34.95,108
Heliod Company,http://www.mtgtop8.com/event?e=27337&d=416714&f=MO,Thomas Salerio,504,623,34.95,210
Azorius Aggro,http://www.mtgtop8.com/event?e=26964&d=411090&f=MO,Ishigami Nobuhide,681,695,34.95,319
Sultai Ninjas,http://www.mtgtop8.com/event?e=27235&d=414343&f=MO,Pat,864,911,59.95,380
Golgari Soulflayer,http://www.mtgtop8.com/event?e=26840&d=409091&f=MO,yuseimax,692,790,34.95,159
Utopia Gruul,http://www.mtgtop8.com/event?e=27410&d=417517&f=MO,Phill_Hellmuth,694,1221,59.95,470
Utopia Gruul,http://www.mtgtop8.com/event?e=27384&d=417194&f=MO,Trevor Dewald,594,1095,59.95,385
Gruul Utopia,http://www.mtgtop8.com/event?e=27417&d=417637&f=MO,Etou Masahiro,561,1059,59.95,409
Gruul Utopia,http://www.mtgtop8.com/event?e=27364&d=417015&f=MO,Handou Shinnosuke,742,1214,59.95,478
Utopia Gruul,http://www.mtgtop8.com/event?e=27410&d=417527&f=MO,SebastianStueckl,744,1505,59.95,389
Utopia Gruul,http://www.mtgtop8.com/event?e=27421&d=417718&f=MO,Trevor Dewald,600,1095,59.95,385
Ponza,http://www.mtgtop8.com/event?e=27211&d=414104&f=MO,Fabio Baruffa,242,828,9.95,81
Gruul Utopia,http://www.mtgtop8.com/event?e=27387&d=417217&f=MO,Junno Ryuuichi,520,1009,59.95,399
Gruul Utopia,http://www.mtgtop8.com/event?e=27344&d=416808&f=MO,Osamoto Yuuki,592,1096,59.95,469
Gargaroth Utopia,http://www.mtgtop8.com/event?e=27199&d=414009&f=MO,Pierre Almaraz,594,1005,59.95,252
Utopia Gruul,http://www.mtgtop8.com/event?e=27161&d=413697&f=MO,kaikalbuquerque,505,994,34.95,328
Gruul Pillage,http://www.mtgtop8.com/event?e=27216&d=414130&f=MO,Julien « Night » Caillaux,534,1512,34.95,254
Gruul Utopia,http://www.mtgtop8.com/event?e=27152&d=413636&f=MO,Lorenzo Nicoli,467,1013,59.95,390
Gruul Utopia,http://www.mtgtop8.com/event?e=27318&d=416419&f=MO,Maeda Tatuya,480,970,34.95,381
Gruul Utopia,http://www.mtgtop8.com/event?e=27233&d=414324&f=MO,komattaman,622,1133,59.95,491
UrzaTron,http://www.mtgtop8.com/event?e=27380&d=417152&f=MO,Nishimura Yuuta,574,634,34.95,247
Utopia Gruul,http://www.mtgtop8.com/event?e=27212&d=414107&f=MO,Takeuchi Ryouta,685,1177,59.95,400
Utopia Gruul,http://www.mtgtop8.com/event?e=27101&d=413098&f=MO,Bordas99,527,1013,34.95,346
UrzaTron,http://www.mtgtop8.com/event?e=27410&d=417525&f=MO,bmwracer0,669,756,34.95,235
UrzaTron,http://www.mtgtop8.com/event?e=27410&d=417519&f=MO,mathguy31415,614,698,34.95,248
Gruul Utopia,http://www.mtgtop8.com/event?e=27198&d=414000&f=MO,Toumayan Nicolas,576,1068,59.95,441
Gruul Utopia Gargarothless,http://www.mtgtop8.com/event?e=27118&d=413301&f=MO,Jérémy Finel,461,981,59.95,441
UrzaTron,http://www.mtgtop8.com/event?e=27242&d=414437&f=MO,Delpoctrol,598,697,34.95,234
Gargaroth´s Utopia,http://www.mtgtop8.com/event?e=27300&d=416220&f=MO,Pierre Almaraz,612,1024,59.95,256
UrzaTron,http://www.mtgtop8.com/event?e=27212&d=414105&f=MO,Tada Misaki,290,340,34.95,182
UrzaTron,http://www.mtgtop8.com/event?e=27309&d=416309&f=MO,Joseph Brianne Bacleon,593,671,34.95,328
UrzaTron,http://www.mtgtop8.com/event?e=27309&d=416310&f=MO,Bise Shouta,587,691,34.95,232
UrzaTron,http://www.mtgtop8.com/event?e=27212&d=414106&f=MO,Nakamura Yuusuke,591,701,34.95,235
